pubmedID,0,1,2,3,4,5,6,7,8,9
32306500,0.01229406800121069,0.01224881038069725,0.012242498807609081,0.7440266013145447,0.012238387949764729,0.012273083440959454,0.01227798406034708,0.1578873097896576,0.012235959060490131,0.01227526180446148
32306496,0.01587233506143093,0.01587549038231373,0.3670613169670105,0.01587642915546894,0.01587204821407795,0.015875402837991714,0.5059489607810974,0.0158708356320858,0.01587209850549698,0.015875104814767838
32306492,0.021299486979842186,0.021299121901392937,0.02130419760942459,0.5295893549919128,0.021298125386238098,0.3000119924545288,0.021301649510860443,0.021297955885529518,0.02129962481558323,0.021298423409461975
32306491,0.02149246633052826,0.02149241417646408,0.021494993939995766,0.8065518140792847,0.021493306383490562,0.021495049819350243,0.021493250504136086,0.021501079201698303,0.021493026986718178,0.021492647007107735
32306459,0.022543275728821754,0.022545281797647476,0.02254484035074711,0.7970852851867676,0.022546863183379173,0.022549739107489586,0.022547647356987,0.022545812651515007,0.022546660155057907,0.022544672712683678
32306452,0.5145094394683838,0.012624087743461132,0.012629570439457893,0.01262964028865099,0.012623929418623447,0.012627086602151394,0.012625356204807758,0.01262538880109787,0.012626622803509235,0.3844788670539856
32306369,0.013355585746467113,0.013353321701288223,0.01336611621081829,0.6594947576522827,0.013355809263885021,0.013357946649193764,0.013352341018617153,0.01335702184587717,0.23365308344364166,0.013353990390896797
32306290,0.01626434549689293,0.016264623031020164,0.016267593950033188,0.016268648207187653,0.016266880556941032,0.01627061888575554,0.016266994178295135,0.01626378856599331,0.01626460812985897,0.85360187292099
32306166,0.12218380719423294,0.015075694769620895,0.015069859102368355,0.7564049363136292,0.015461299568414688,0.015432333573698997,0.015073966234922409,0.015117119997739792,0.01508050411939621,0.015100456774234772
32306036,0.01851939782500267,0.01852056384086609,0.018520884215831757,0.018526334315538406,0.8333072662353516,0.018523190170526505,0.018519725650548935,0.01852251961827278,0.01851939782500267,0.01852067932486534
32305937,0.013363453559577465,0.01338124182075262,0.013364109210669994,0.879680871963501,0.013364210724830627,0.013381963595747948,0.013366220518946648,0.013370462693274021,0.013364189304411411,0.013363257050514221
32305884,0.018656322732567787,0.01865781843662262,0.01865815743803978,0.8320862054824829,0.01865706592798233,0.018657909706234932,0.018656793981790543,0.018657075241208076,0.01865573227405548,0.018656916916370392
32305883,0.011793195270001888,0.011722372844815254,0.4605366587638855,0.44557100534439087,0.011722572147846222,0.011722603812813759,0.011722425930202007,0.011762019246816635,0.011722829192876816,0.011724264360964298
32305882,0.027432017028331757,0.027434030547738075,0.5043388605117798,0.27618300914764404,0.02743859961628914,0.02743244171142578,0.027431389316916466,0.027438342571258545,0.02743188850581646,0.027439458295702934
32305831,0.5426202416419983,0.014809136278927326,0.01480829156935215,0.3389602601528168,0.014800451695919037,0.01480153203010559,0.014799661934375763,0.014801726676523685,0.014799094758927822,0.014799585565924644
32305587,0.012838968075811863,0.012837095186114311,0.012865260243415833,0.7408879399299622,0.01283971406519413,0.15636147558689117,0.012842359952628613,0.012839896604418755,0.012836510315537453,0.012850774452090263
32305557,0.032895080745220184,0.032886993139982224,0.032896269112825394,0.03289205953478813,0.03288852423429489,0.032888125628232956,0.03289305418729782,0.7039801478385925,0.032887741923332214,0.032891999930143356
32305533,0.014144049026072025,0.014146058820188046,0.014147341251373291,0.4040791690349579,0.014144846238195896,0.4827626645565033,0.014143534936010838,0.014144014567136765,0.014143920503556728,0.014144367538392544
32305520,0.02452869527041912,0.024529462680220604,0.02453348971903324,0.024533353745937347,0.024532368406653404,0.7792300581932068,0.024526314809918404,0.024530017748475075,0.024526525288820267,0.02452973835170269
32305501,0.01396001223474741,0.013958455994725227,0.013960067182779312,0.6360509991645813,0.013958764262497425,0.013959304429590702,0.013958556577563286,0.25227436423301697,0.013958719559013844,0.013960717245936394
32305500,0.013557426631450653,0.013556238263845444,0.013557425700128078,0.8779878616333008,0.013555852696299553,0.013557120226323605,0.013556023128330708,0.013557426631450653,0.013557846657931805,0.013556761667132378
32305459,0.10393990576267242,0.011704744771122932,0.011700545437633991,0.6763476729393005,0.011706735007464886,0.011703199706971645,0.011699452064931393,0.13778530061244965,0.011700252071022987,0.011712223291397095
32305359,0.010726074688136578,0.010725514031946659,0.010726545006036758,0.7636500000953674,0.1505434513092041,0.010726092383265495,0.010725057683885098,0.010726343840360641,0.010725632309913635,0.010725351981818676
32305286,0.013704509474337101,0.01370266079902649,0.013702992349863052,0.6937656998634338,0.013707410544157028,0.013701661489903927,0.013700909912586212,0.19661037623882294,0.013702064752578735,0.013701734133064747
32305269,0.031240567564964294,0.031243663281202316,0.031251441687345505,0.7188278436660767,0.031239187344908714,0.03124045580625534,0.031240450218319893,0.031235774978995323,0.031241336837410927,0.03123926743865013
32305249,0.4182579815387726,0.01401364617049694,0.014011288993060589,0.014014918357133865,0.014013311825692654,0.4696345627307892,0.014011719264090061,0.014011863619089127,0.01401719730347395,0.014013515785336494
32305134,0.012855264358222485,0.012851596809923649,0.01289630588144064,0.8842791318893433,0.012864350341260433,0.01285029761493206,0.012849057093262672,0.012848416343331337,0.012852073647081852,0.012853475287556648
32305075,0.0191864762455225,0.019184119999408722,0.01918671652674675,0.8273319005966187,0.019184844568371773,0.01918514259159565,0.019183916971087456,0.019186891615390778,0.019185159355401993,0.0191847775131464
32305046,0.010717958211898804,0.010708089917898178,0.010715647600591183,0.31841036677360535,0.010709637776017189,0.010710573755204678,0.010708140209317207,0.5958986878395081,0.010707596316933632,0.010713289491832256
32305045,0.011986998841166496,0.011985067278146744,0.011985713616013527,0.6331043243408203,0.011985018849372864,0.2710140347480774,0.011984240263700485,0.01198567170649767,0.011983795091509819,0.011985169723629951
32305025,0.021790217608213425,0.8038829565048218,0.02179085463285446,0.021792715415358543,0.021790428087115288,0.021791500970721245,0.021791279315948486,0.02178904600441456,0.021790971979498863,0.021790016442537308
32305024,0.018173642456531525,0.018178831785917282,0.01817477121949196,0.38668206334114075,0.01817360334098339,0.018179351463913918,0.018174003809690475,0.4679161310195923,0.01817374676465988,0.01817389950156212
32304994,0.8113229870796204,0.02096361294388771,0.020962629467248917,0.020964747294783592,0.0209629125893116,0.020965177565813065,0.02096547745168209,0.020965486764907837,0.020962102338671684,0.020964862778782845
32304970,0.166813462972641,0.03309563547372818,0.012968777678906918,0.5747244358062744,0.012969995848834515,0.1475212574005127,0.012978853657841682,0.012973540462553501,0.012967264279723167,0.012986807152628899
32304942,0.015221723355352879,0.015224117785692215,0.015238005667924881,0.015227697789669037,0.015224254690110683,0.8629568815231323,0.015237563289701939,0.015226627700030804,0.01522110030055046,0.015222041867673397
32304928,0.017349254339933395,0.3290725648403168,0.017380110919475555,0.5321030616760254,0.017347652465105057,0.017351003363728523,0.017346613109111786,0.017349664121866226,0.017351049929857254,0.017349038273096085
32304834,0.05221056193113327,0.01262631081044674,0.012649847194552422,0.8467615246772766,0.012625424191355705,0.012625297531485558,0.01262469682842493,0.012625039555132389,0.012626716867089272,0.012624576687812805
32304822,0.01857914589345455,0.01858023926615715,0.01857837289571762,0.8327845931053162,0.01857960969209671,0.018583299592137337,0.018578356131911278,0.018579596653580666,0.018578678369522095,0.018578115850687027
32304772,0.01880013197660446,0.01879800483584404,0.018800238147377968,0.8308087587356567,0.018797824159264565,0.018800038844347,0.01879856176674366,0.018797853961586952,0.018798280507326126,0.01880035735666752
32304747,0.4449024200439453,0.014348695985972881,0.014352730475366116,0.44029420614242554,0.014349316246807575,0.01434969063848257,0.014350867830216885,0.014352267608046532,0.014348560012876987,0.01435121614485979
32304745,0.022798769176006317,0.02280568704009056,0.022797446697950363,0.7948176264762878,0.022796791046857834,0.022798588499426842,0.022795019671320915,0.02279459871351719,0.022799132391810417,0.02279634028673172
32304649,0.011929425410926342,0.011931766755878925,0.2968616783618927,0.6076402068138123,0.011931583285331726,0.011929424479603767,0.011940442025661469,0.011933625675737858,0.011930327862501144,0.011971473693847656
32304643,0.012637223117053509,0.01261046901345253,0.012600096873939037,0.8865228295326233,0.01260193157941103,0.012601122260093689,0.012615357525646687,0.012605763971805573,0.012606331147253513,0.012598930858075619
32304612,0.015231450088322163,0.015230774879455566,0.0152322081848979,0.8629181981086731,0.015231204219162464,0.0152317825704813,0.015230980701744556,0.01523200236260891,0.01523077767342329,0.015230624936521053
32304581,0.01801905781030655,0.01803446188569069,0.01802593097090721,0.7799891233444214,0.0180397666990757,0.018021460622549057,0.01801527477800846,0.01802089251577854,0.018013810738921165,0.07582023739814758
32304577,0.013880289159715176,0.01385947410017252,0.39980319142341614,0.4892796576023102,0.013859632425010204,0.013860282488167286,0.01386341918259859,0.013864069245755672,0.013862364925444126,0.013867654837667942
32304574,0.015262690372765064,0.015262181870639324,0.13539539277553558,0.7424934506416321,0.015263677574694157,0.015263774432241917,0.015262577682733536,0.01526394672691822,0.015265438705682755,0.01526688039302826
32304561,0.011883459985256195,0.01187676377594471,0.01202887762337923,0.8927982449531555,0.011949777603149414,0.011892121285200119,0.01187601126730442,0.011896148324012756,0.011913095600903034,0.011885520070791245
32304512,0.01189261395484209,0.011881302110850811,0.011883968487381935,0.8930520415306091,0.011881071142852306,0.011883903294801712,0.011880384758114815,0.011880866251885891,0.01188106182962656,0.011882789433002472
32304509,0.011440310627222061,0.011440628208220005,0.011439207009971142,0.7029770612716675,0.011441689915955067,0.20549730956554413,0.011440884321928024,0.011441456153988838,0.011441678740084171,0.011439795605838299
32304508,0.013890809379518032,0.013890492729842663,0.45948413014411926,0.42937949299812317,0.013891523703932762,0.013899106532335281,0.013890130445361137,0.013890834525227547,0.013890482485294342,0.013892989605665207
32304466,0.017808949574828148,0.01780947670340538,0.017909254878759384,0.5601099729537964,0.017811980098485947,0.017817169427871704,0.017823342233896255,0.29727956652641296,0.017817938700318336,0.01781236007809639
32304435,0.1187879741191864,0.012778808362782001,0.012783169746398926,0.7789819240570068,0.012778453528881073,0.012779109179973602,0.012778492644429207,0.012777474708855152,0.012777394615113735,0.012777176685631275
32304401,0.011827833950519562,0.011794036254286766,0.011880502104759216,0.8935702443122864,0.011830808594822884,0.011788208037614822,0.011784227564930916,0.011787318624556065,0.011946284212172031,0.011790543794631958
32304395,0.012374503538012505,0.01237043272703886,0.3524271845817566,0.5485736131668091,0.012370090000331402,0.012375624850392342,0.01239217072725296,0.01237405650317669,0.012369878590106964,0.012372421100735664
32304394,0.03400542587041855,0.013062039390206337,0.4104391038417816,0.013066673651337624,0.013059471733868122,0.013070216402411461,0.013059350661933422,0.4640970826148987,0.013077428564429283,0.013063209131360054
